date,close
2015-01-02,200.98
2015-01-05,202.57
2015-01-06,204.82
2015-01-07,204.71
2015-01-08,202.72
2015-01-09,202.40
2015-01-12,202.10
2015-01-13,200.27
2015-01-14,201.77
2015-01-15,202.85
2015-01-16,203.01
2015-01-19,201.25
2015-01-20,200.74
2015-01-21,201.12
2015-01-22,201.51
2015-01-23,205.66
2015-01-26,207.28
2015-01-27,206.44
2015-01-28,204.64
2015-01-29,202.82
2015-01-30,201.01
2015-02-02,202.58
2015-02-03,201.52
2015-02-04,201.10
2015-02-05,204.59
2015-02-06,202.62
2015-02-09,203.25
2015-02-10,205.22
2015-02-11,207.16
2015-02-12,206.83
2015-02-13,208.66
2015-02-16,209.76
2015-02-17,208.85
2015-02-18,209.16
2015-02-19,208.67
2015-02-20,206.12
2015-02-23,205.18
2015-02-24,206.72
2015-02-25,206.49
2015-02-26,204.87
2015-02-27,201.93
2015-03-02,205.75
2015-03-03,206.62
2015-03-04,204.80
2015-03-05,203.43
2015-03-06,199.26
2015-03-09,199.15
2015-03-10,199.39
2015-03-11,198.24
2015-03-12,194.68
2015-03-13,195.10
2015-03-16,194.41
2015-03-17,194.93
2015-03-18,193.29
2015-03-19,193.66
2015-03-20,190.98
2015-03-23,194.31
2015-03-24,191.42
2015-03-25,191.34
2015-03-26,190.94
2015-03-27,192.06
2015-03-30,190.08
2015-03-31,190.69
2015-04-01,189.05
2015-04-02,190.54
2015-04-03,187.04
2015-04-06,189.23
2015-04-07,188.09
2015-04-08,188.56
2015-04-09,186.87
2015-04-10,187.25
2015-04-13,187.51
2015-04-14,186.60
2015-04-15,188.25
2015-04-16,190.34
2015-04-17,189.79
2015-04-20,188.79
2015-04-21,192.20
2015-04-22,192.40
2015-04-23,193.58
2015-04-24,189.77
2015-04-27,192.51
2015-04-28,189.28
2015-04-29,190.81
2015-04-30,190.44
2015-05-01,190.10
2015-05-04,189.77
2015-05-05,193.57
2015-05-06,195.08
2015-05-07,193.45
2015-05-08,195.30
2015-05-11,193.24
2015-05-12,193.29
2015-05-13,191.59
2015-05-14,192.78
2015-05-15,194.42
2015-05-18,193.73
2015-05-19,194.74
2015-05-20,194.90
2015-05-21,195.54
2015-05-22,195.59
2015-05-25,195.18
2015-05-26,195.13
2015-05-27,196.28
2015-05-28,196.93
2015-05-29,196.88
2015-06-01,197.29
2015-06-02,199.36
2015-06-03,199.20
2015-06-04,197.93
2015-06-05,197.94
2015-06-08,198.38
2015-06-09,199.36
2015-06-10,196.43
2015-06-11,198.36
2015-06-12,196.81
2015-06-15,196.72
2015-06-16,197.01
2015-06-17,196.59
2015-06-18,196.55
2015-06-19,195.39
2015-06-22,194.81
2015-06-23,196.91
2015-06-24,197.22
2015-06-25,199.47
2015-06-26,202.21
2015-06-29,199.31
2015-06-30,200.20
2015-07-01,200.52
2015-07-02,201.92
2015-07-03,204.23
2015-07-06,204.57
2015-07-07,205.67
2015-07-08,203.87
2015-07-09,203.31
2015-07-10,205.23
2015-07-13,208.71
2015-07-14,206.19
2015-07-15,206.68
2015-07-16,207.86
2015-07-17,208.55
2015-07-20,206.53
2015-07-21,207.23
2015-07-22,206.07
2015-07-23,207.27
2015-07-24,206.78
2015-07-27,208.43
2015-07-28,206.83
2015-07-29,209.11
2015-07-30,208.91
2015-07-31,210.47
2015-08-03,208.63
2015-08-04,207.55
2015-08-05,209.46
2015-08-06,210.71
2015-08-07,211.68
2015-08-10,210.30
2015-08-11,209.19
2015-08-12,208.46
2015-08-13,208.03
2015-08-14,209.77
2015-08-17,210.11
2015-08-18,210.68
2015-08-19,208.71
2015-08-20,209.13
2015-08-21,208.50
2015-08-24,207.70
2015-08-25,204.72
2015-08-26,203.03
2015-08-27,201.88
2015-08-28,201.29
2015-08-31,201.82
2015-09-01,200.40
2015-09-02,202.25
2015-09-03,201.98
2015-09-04,200.48
2015-09-07,200.97
2015-09-08,200.81
2015-09-09,202.87
2015-09-10,204.31
2015-09-11,204.87
2015-09-14,203.49
2015-09-15,204.65
2015-09-16,203.61
2015-09-17,207.66
2015-09-18,211.16
2015-09-21,212.30
2015-09-22,211.04
2015-09-23,213.45
2015-09-24,212.06
2015-09-25,213.67
2015-09-28,210.48
2015-09-29,208.99
2015-09-30,212.07
2015-10-01,213.60
2015-10-02,215.77
2015-10-05,220.28
2015-10-06,219.96
2015-10-07,219.67
2015-10-08,220.58
2015-10-09,219.69
2015-10-12,220.00
2015-10-13,221.18
2015-10-14,221.01
2015-10-15,223.11
2015-10-16,225.63
2015-10-19,226.58
2015-10-20,227.17
2015-10-21,226.93
2015-10-22,228.00
2015-10-23,229.24
2015-10-26,230.03
2015-10-27,234.39
2015-10-28,235.29
2015-10-29,236.58
2015-10-30,236.23
2015-11-02,234.73
2015-11-03,235.39
2015-11-04,235.54
2015-11-05,235.38
2015-11-06,235.75
2015-11-09,236.68
2015-11-10,238.65
2015-11-11,239.37
2015-11-12,239.58
2015-11-13,236.40
2015-11-16,235.82
2015-11-17,234.01
2015-11-18,233.17
2015-11-19,233.42
2015-11-20,235.28
2015-11-23,236.49
2015-11-24,235.32
2015-11-25,234.00
2015-11-26,236.06
2015-11-27,236.78
2015-11-30,237.60
2015-12-01,237.56
2015-12-02,235.26
2015-12-03,233.47
2015-12-04,232.77
2015-12-07,234.87
2015-12-08,235.81
2015-12-09,234.74
2015-12-10,237.46
2015-12-11,241.13
2015-12-14,244.21
2015-12-15,243.68
2015-12-16,245.86
2015-12-17,248.55
2015-12-18,246.51
2015-12-21,245.41
2015-12-22,246.14
2015-12-23,247.93
2015-12-24,246.03
2015-12-25,242.56
2015-12-28,239.98
2015-12-29,242.24
2015-12-30,245.00
2015-12-31,248.22
2016-01-01,248.33
2016-01-04,250.04
2016-01-05,245.02
2016-01-06,242.28
2016-01-07,238.74
2016-01-08,236.08
2016-01-11,238.71
2016-01-12,235.41
2016-01-13,233.59
2016-01-14,231.10
2016-01-15,230.06
2016-01-18,230.96
2016-01-19,233.32
2016-01-20,230.26
2016-01-21,232.40
2016-01-22,233.91
2016-01-25,233.00
2016-01-26,231.48
2016-01-27,231.03
2016-01-28,232.40
2016-01-29,228.39
2016-02-01,226.82
2016-02-02,228.31
2016-02-03,229.99
2016-02-04,230.70
2016-02-05,225.78
2016-02-08,229.03
2016-02-09,227.64
2016-02-10,227.96
2016-02-11,224.81
2016-02-12,225.62
2016-02-15,227.33
2016-02-16,223.12
2016-02-17,224.09
2016-02-18,223.22
2016-02-19,221.66
2016-02-22,223.85
2016-02-23,225.39
2016-02-24,224.48
2016-02-25,225.39
2016-02-26,225.55
2016-02-29,230.19
2016-03-01,228.60
2016-03-02,226.58
2016-03-03,228.68
2016-03-04,226.37
2016-03-07,227.88
2016-03-08,224.93
2016-03-09,222.80
2016-03-10,225.88
2016-03-11,228.67
2016-03-14,225.68
2016-03-15,228.30
2016-03-16,228.56
2016-03-17,229.91
2016-03-18,229.66
2016-03-21,232.10
2016-03-22,233.49
2016-03-23,231.34
2016-03-24,232.86
2016-03-25,235.63
2016-03-28,231.50
2016-03-29,234.86
2016-03-30,236.20
2016-03-31,236.45
2016-04-01,234.99
2016-04-04,235.09
2016-04-05,233.55
2016-04-06,233.89
2016-04-07,237.66
2016-04-08,237.54
2016-04-11,232.54
2016-04-12,231.76
2016-04-13,234.26
2016-04-14,232.91
2016-04-15,231.33
2016-04-18,232.21
2016-04-19,229.83
2016-04-20,230.34
2016-04-21,229.34
2016-04-22,227.36
2016-04-25,225.70
2016-04-26,227.85
2016-04-27,228.63
2016-04-28,228.88
2016-04-29,231.69
2016-05-02,233.91
2016-05-03,237.52
2016-05-04,235.04
2016-05-05,235.01
2016-05-06,234.16
2016-05-09,235.95
2016-05-10,237.35
2016-05-11,241.64
2016-05-12,242.66
2016-05-13,242.45
2016-05-16,241.93
2016-05-17,239.12
2016-05-18,236.71
2016-05-19,237.75
2016-05-20,238.02
2016-05-23,238.27
2016-05-24,238.20
2016-05-25,237.97
2016-05-26,236.61
2016-05-27,236.23
2016-05-30,238.91
2016-05-31,236.41
2016-06-01,237.36
2016-06-02,239.08
2016-06-03,241.43
2016-06-06,242.90
2016-06-07,243.88
2016-06-08,247.18
2016-06-09,248.59
2016-06-10,247.63
2016-06-13,248.62
2016-06-14,251.19
2016-06-15,251.70
2016-06-16,252.23
2016-06-17,250.59
2016-06-20,249.53
2016-06-21,256.35
2016-06-22,258.16
2016-06-23,258.48
2016-06-24,255.67
2016-06-27,258.11
2016-06-28,260.50
2016-06-29,262.29
2016-06-30,258.49
2016-07-01,258.48
2016-07-04,255.56
2016-07-05,252.58
2016-07-06,254.58
2016-07-07,253.25
2016-07-08,253.12
2016-07-11,253.81
2016-07-12,257.62
2016-07-13,257.31
2016-07-14,263.60
2016-07-15,263.64
2016-07-18,263.11
2016-07-19,261.94
2016-07-20,262.59
2016-07-21,264.87
2016-07-22,266.33
2016-07-25,266.32
2016-07-26,265.89
2016-07-27,266.48
2016-07-28,265.56
2016-07-29,263.30
2016-08-01,261.13
2016-08-02,258.97
2016-08-03,261.72
2016-08-04,263.64
2016-08-05,263.99
2016-08-08,264.10
2016-08-09,263.23
2016-08-10,265.88
2016-08-11,269.32
2016-08-12,267.74
2016-08-15,270.63
2016-08-16,267.91
2016-08-17,270.45
2016-08-18,270.41
2016-08-19,271.99
2016-08-22,270.20
2016-08-23,274.22
2016-08-24,277.16
2016-08-25,277.45
2016-08-26,277.81
2016-08-29,278.85
2016-08-30,277.66
2016-08-31,277.76
2016-09-01,277.09
2016-09-02,272.82
2016-09-05,275.35
2016-09-06,276.29
2016-09-07,275.18
2016-09-08,275.12
2016-09-09,276.04
2016-09-12,275.69
2016-09-13,275.56
2016-09-14,272.37
2016-09-15,269.24
2016-09-16,269.97
2016-09-19,269.03
2016-09-20,269.73
2016-09-21,271.16
2016-09-22,272.31
2016-09-23,272.39
2016-09-26,274.02
2016-09-27,274.53
2016-09-28,272.38
2016-09-29,274.32
2016-09-30,274.77
2016-10-03,271.70
2016-10-04,271.04
2016-10-05,269.81
2016-10-06,271.30
2016-10-07,271.83
2016-10-10,273.72
2016-10-11,272.59
2016-10-12,271.30
2016-10-13,270.64
2016-10-14,268.00
2016-10-17,269.14
2016-10-18,270.35
2016-10-19,272.04
2016-10-20,271.40
2016-10-21,271.88
2016-10-24,273.90
2016-10-25,274.33
2016-10-26,274.57
2016-10-27,274.92
2016-10-28,278.80
2016-10-31,281.80
2016-11-01,282.93
2016-11-02,283.37
2016-11-03,283.39
2016-11-04,285.32
2016-11-07,284.20
2016-11-08,282.26
2016-11-09,287.21
2016-11-10,292.35
2016-11-11,292.55
2016-11-14,288.88
2016-11-15,288.97
2016-11-16,294.95
2016-11-17,295.22
2016-11-18,296.61
2016-11-21,297.05
2016-11-22,296.30
2016-11-23,296.31
2016-11-24,294.03
2016-11-25,296.49
2016-11-28,297.41
2016-11-29,301.19
2016-11-30,299.46
2016-12-01,299.50
2016-12-02,299.48
2016-12-05,302.63
2016-12-06,305.22
2016-12-07,305.97
2016-12-08,304.98
2016-12-09,303.11
2016-12-12,300.08
2016-12-13,296.29
2016-12-14,298.50
2016-12-15,294.02
2016-12-16,294.21
2016-12-19,294.18
2016-12-20,295.13
2016-12-21,295.15
2016-12-22,293.01
2016-12-23,294.90
2016-12-26,295.42
2016-12-27,296.33
2016-12-28,292.18
2016-12-29,293.04
2016-12-30,295.65
2017-01-02,294.67
2017-01-03,293.55
2017-01-04,295.68
2017-01-05,292.34
2017-01-06,291.57
2017-01-09,292.60
2017-01-10,290.93
2017-01-11,290.49
2017-01-12,289.87
2017-01-13,288.65
2017-01-16,289.78
2017-01-17,287.51
2017-01-18,285.88
2017-01-19,289.20
2017-01-20,287.37
2017-01-23,286.38
2017-01-24,287.16
2017-01-25,289.97
2017-01-26,290.35
2017-01-27,289.02
2017-01-30,288.06
2017-01-31,285.83
2017-02-01,286.18
2017-02-02,285.48
2017-02-03,286.90
2017-02-06,288.17
2017-02-07,288.46
2017-02-08,287.93
2017-02-09,286.57
2017-02-10,287.81
2017-02-13,289.09
2017-02-14,290.77
2017-02-15,290.13
2017-02-16,288.91
2017-02-17,292.11
2017-02-20,291.55
2017-02-21,292.94
2017-02-22,294.55
2017-02-23,292.77
2017-02-24,296.35
2017-02-27,295.78
2017-02-28,296.54
2017-03-01,297.07
2017-03-02,299.67
2017-03-03,299.01
2017-03-06,297.24
2017-03-07,298.02
2017-03-08,299.27
2017-03-09,300.11
2017-03-10,300.77
2017-03-13,299.22
2017-03-14,298.47
2017-03-15,296.86
2017-03-16,296.09
2017-03-17,295.73
2017-03-20,294.76
2017-03-21,297.51
2017-03-22,295.99
2017-03-23,293.78
2017-03-24,292.49
2017-03-27,294.69
2017-03-28,294.08
2017-03-29,294.03
2017-03-30,294.20
2017-03-31,298.33
2017-04-03,296.70
2017-04-04,294.07
2017-04-05,293.19
2017-04-06,293.40
2017-04-07,289.35
2017-04-10,289.73
2017-04-11,289.82
2017-04-12,291.89
2017-04-13,294.60
2017-04-14,296.95
2017-04-17,296.17
2017-04-18,294.52
2017-04-19,297.41
2017-04-20,295.72
2017-04-21,295.79
2017-04-24,297.14
2017-04-25,297.75
2017-04-26,297.00
2017-04-27,293.64
2017-04-28,295.79
2017-05-01,297.48
2017-05-02,297.43
2017-05-03,295.13
2017-05-04,296.86
2017-05-05,295.35
2017-05-08,298.07
2017-05-09,297.34
2017-05-10,295.36
2017-05-11,294.98
2017-05-12,295.93
2017-05-15,294.01
2017-05-16,291.65
2017-05-17,290.46
2017-05-18,291.50
2017-05-19,289.19
2017-05-22,290.94
2017-05-23,293.99
2017-05-24,296.93
2017-05-25,295.92
2017-05-26,294.25
2017-05-29,293.97
2017-05-30,290.39
2017-05-31,290.60
2017-06-01,292.46
2017-06-02,289.44
2017-06-05,285.57
2017-06-06,283.28
2017-06-07,280.72
2017-06-08,280.76
2017-06-09,276.50
2017-06-12,275.96
2017-06-13,275.91
2017-06-14,276.52
2017-06-15,275.48
2017-06-16,279.94
2017-06-19,276.11
2017-06-20,276.21
2017-06-21,278.46
2017-06-22,281.01
2017-06-23,280.89
2017-06-26,278.95
2017-06-27,284.93
2017-06-28,283.57
2017-06-29,281.58
2017-06-30,278.49
2017-07-03,278.47
2017-07-04,274.00
2017-07-05,276.92
2017-07-06,277.28
2017-07-07,276.91
2017-07-10,275.52
2017-07-11,275.28
2017-07-12,276.25
